landslide,slope,aspect,elevation,curvature,twi,rainfall,ndvi,soil_type,lithology,lulc,dist_roads,dist_streams,dist_faults
1,37.64,62.43,1359.0,-1.985,6.857,2108.2,0.505,Cambisols,Phyllite,Agriculture,699.07,95.86,3471.34
0,19.82,263.99,768.0,-1.462,6.109,2238.0,1.0,Regosols,Sandstone,Forest,3251.53,395.03,70.36
1,26.9,284.09,1836.0,-3.011,8.188,2279.6,0.75,Leptosols,Phyllite,Forest,1294.21,12.58,12114.93
0,63.42,93.68,1812.0,-1.418,2.534,1680.2,0.691,Leptosols,Limestone,Scrub,600.69,364.58,4496.74
1,14.45,242.38,1782.0,-1.307,7.657,2200.5,0.923,Cambisols,Shale,Forest,46.79,7.87,599.54
1,33.61,31.66,706.0,-0.457,5.17,2238.0,0.649,Cambisols,Sandstone,Scrub,1635.91,202.62,4079.14
1,38.37,293.99,1868.0,-0.511,6.709,2279.6,0.861,Leptosols,Limestone,Forest,2.19,58.87,1669.23
0,61.89,125.2,4421.0,-5.243,6.288,1782.4,-0.289,Leptosols,,Snow,2214.93,37.86,8130.59
0,48.3,6.83,3944.0,1.338,3.028,988.1,-0.03,Leptosols,Granite,Barren,3576.93,759.44,479.22
0,35.91,126.38,762.0,-1.189,7.102,1982.4,0.545,Regosols,Sandstone,Agriculture,335.85,783.3,4373.93
1,43.59,308.12,978.0,-3.783,6.784,1954.2,0.463,Cambisols,Quartzite,Grassland,121.47,539.75,651.08
0,29.69,80.83,1642.0,1.674,6.189,2429.7,0.108,Cambisols,Shale,Agriculture,400.89,239.76,2680.79
0,28.39,281.41,5551.0,-0.208,3.945,1310.2,0.519,Leptosols,Schist,Forest,13056.89,240.72,10612.23
1,35.46,252.65,1024.0,-0.257,5.612,2288.3,0.643,Cambisols,Limestone,Agriculture,308.32,440.4,454.36
0,19.51,198.82,2349.0,-2.881,8.538,1213.9,0.82,Leptosols,Gneiss,Forest,4878.24,94.42,2852.35
0,13.27,187.8,779.0,2.88,5.045,2345.3,0.865,Regosols,Sandstone,Forest,1234.29,2020.4,136.44
0,46.64,330.38,1436.0,1.176,3.031,1964.2,0.677,Cambisols,Phyllite,Agriculture,504.56,814.72,1381.48
0,23.78,351.6,1907.0,0.61,5.65,1763.3,0.885,Cambisols,Quartzite,Forest,304.99,149.99,4856.26
0,27.08,66.8,1716.0,0.804,5.724,2195.0,0.366,Cambisols,Conglomerate,Agriculture,660.58,50.27,1041.36
0,34.2,260.68,4117.0,-1.12,5.73,1782.4,0.982,Glacier,Granite,Forest,4857.01,120.49,1557.45
0,53.87,143.43,860.0,5.702,2.728,1706.0,0.617,,Schist,Agriculture,937.5,449.87,621.53
0,24.44,36.13,3048.0,-0.347,6.781,1455.6,0.763,Leptosols,Quartzite,Scrub,1445.64,469.73,3158.8
0,30.21,119.41,812.0,-3.39,8.096,2041.1,0.529,Cambisols,Shale,Scrub,263.02,234.52,1049.23
1,18.24,201.73,930.0,-0.703,6.808,2345.3,0.773,Regosols,Conglomerate,Agriculture,20.2,51.85,1361.08
0,48.35,223.57,955.0,-1.463,4.689,2288.3,1.0,Cambisols,Quartzite,Forest,1121.55,325.95,2978.26
1,41.59,151.49,1295.0,0.524,6.096,2301.9,0.726,Luvisols,Shale,Scrub,333.53,202.99,436.29
1,37.61,269.48,2285.0,-5.791,7.564,1964.2,0.51,Cambisols,Phyllite,Agriculture,451.63,23.97,3284.08
1,31.73,358.96,1409.0,-0.882,3.978,1812.7,0.443,Cambisols,Granite,Builtup,310.94,362.7,2131.67
1,26.14,338.28,2618.0,0.945,6.028,2429.7,0.779,Regosols,Phyllite,Scrub,1548.53,406.23,2098.38
1,32.86,302.22,2629.0,-1.386,5.704,2279.6,0.419,Regosols,Shale,Agriculture,748.28,2.41,989.66
0,26.32,316.73,1216.0,0.338,7.186,1680.2,0.577,Regosols,Phyllite,Agriculture,157.99,5.36,410.93
0,11.53,346.86,306.0,0.756,5.98,1618.8,0.721,Fluvisols,Alluvium,Agriculture,120.15,1272.15,6526.13
0,22.38,71.67,590.0,0.827,4.99,1845.5,1.0,Cambisols,Sandstone,Scrub,239.6,701.08,1191.91
0,11.63,30.38,1012.0,0.678,6.567,1982.4,0.804,Regosols,Shale,Scrub,770.41,128.68,411.0
1,24.15,321.16,693.0,0.582,5.902,1982.4,1.0,Regosols,Sandstone,Forest,427.0,333.74,349.97
0,52.64,176.2,2470.0,3.169,4.023,1455.6,0.407,Regosols,Phyllite,Agriculture,159.73,559.07,871.64
0,36.46,345.06,4945.0,-2.675,5.816,1031.6,0.241,Leptosols,Gneiss,Grassland,17587.44,194.56,2674.56
1,39.09,308.09,1601.0,-2.889,7.59,2288.3,0.647,Cambisols,Shale,Forest,121.1,405.3,1971.33
0,25.79,43.78,1192.0,-0.323,5.155,1743.9,0.683,Cambisols,Shale,Forest,513.84,310.61,2019.71
0,32.72,259.37,1437.0,1.868,4.33,2288.3,0.358,Regosols,Shale,Agriculture,784.34,582.36,1172.39
0,49.26,248.84,1456.0,-0.138,7.467,1979.2,0.873,Regosols,Limestone,Forest,1332.39,1.92,2095.88
1,41.63,62.82,1055.0,-6.317,7.817,2195.0,0.79,Luvisols,Sandstone,Forest,6.53,5.79,5200.14
0,33.8,69.04,1236.0,-1.47,6.617,1763.3,0.298,Regosols,Quartzite,Agriculture,578.29,222.4,2966.48
0,16.01,330.86,1529.0,-0.57,5.663,1477.7,0.444,Cambisols,Quartzite,Scrub,4781.2,92.12,3263.06
0,50.78,201.2,1822.0,-1.199,5.592,1763.3,0.638,Luvisols,Limestone,Forest,122.35,339.11,2797.48
0,33.25,177.13,4130.0,3.714,3.648,1031.6,0.511,Leptosols,Gneiss,Forest,853.7,1096.17,5950.95
0,27.97,213.12,2277.0,-0.039,6.922,1939.8,0.594,Cambisols,Shale,Forest,135.26,166.17,1473.15
0,0.99,-1.0,271.0,0.433,9.812,1348.6,0.766,Fluvisols,Alluvium,Forest,414.67,213.39,7343.78
1,38.22,236.36,679.0,-2.668,6.887,2108.2,0.971,Leptosols,Phyllite,Forest,221.44,65.08,399.02
0,32.09,105.61,1485.0,3.736,3.284,2288.3,1.0,Cambisols,Schist,Forest,627.52,1279.33,6831.87
1,43.13,5.1,2075.0,-2.38,6.996,1680.2,0.743,Cambisols,Phyllite,Forest,2.4,177.12,4244.65
0,45.87,29.34,1296.0,2.858,1.964,2279.6,0.079,Cambisols,Quartzite,Builtup,298.68,1311.97,1854.05
0,31.23,264.25,3043.0,2.603,3.792,1371.6,0.708,Leptosols,Schist,Grassland,4769.08,533.92,1828.72
0,50.2,144.01,1379.0,0.716,4.365,1352.4,0.597,Cambisols,Quartzite,Grassland,2676.05,1314.28,1384.74
1,26.7,339.85,1661.0,-0.872,4.348,2108.3,0.793,Cambisols,Phyllite,Forest,967.57,650.04,8611.01
0,2.72,103.93,321.0,0.721,6.819,1432.6,0.728,Fluvisols,Alluvium,Agriculture,53.75,632.7,2561.57
0,44.96,208.59,1602.0,0.791,6.467,1812.7,0.768,Leptosols,Quartzite,Forest,1018.25,242.31,237.61
0,22.13,262.48,802.0,-1.537,5.113,2195.0,0.931,Luvisols,Conglomerate,Forest,346.74,283.51,128.97
0,6.98,152.76,207.0,-0.528,6.652,1879.0,0.797,Fluvisols,Alluvium,Agriculture,125.06,304.4,936.86
0,44.47,12.37,824.0,-3.316,8.294,1954.2,1.0,Regosols,Quartzite,Forest,1912.39,24.74,1701.08
1,27.59,335.21,1274.0,1.593,3.999,2331.4,0.841,Luvisols,Sandstone,Scrub,741.23,71.33,2645.68
1,37.88,46.68,2353.0,-2.526,7.664,1921.7,0.844,Leptosols,Phyllite,Scrub,752.89,346.67,2687.83
0,34.1,333.17,1710.0,1.555,5.217,2201.8,0.79,Regosols,Quartzite,Forest,1415.04,254.54,48.17
1,35.64,34.22,938.0,2.378,3.773,2151.2,0.13,Luvisols,Phyllite,Builtup,292.31,57.27,51.51
1,31.36,265.18,1227.0,-2.091,7.091,2301.9,1.0,Cambisols,Phyllite,Forest,350.5,327.47,2871.09
1,59.88,308.45,2285.0,-3.896,5.539,2429.7,-0.029,Leptosols,,Barren,855.11,432.0,1754.32
0,16.41,316.5,1019.0,0.466,6.612,2238.0,0.584,Cambisols,Sandstone,Forest,487.97,277.45,1135.06
1,37.7,345.54,2503.0,-3.807,5.793,1031.6,0.085,Leptosols,Schist,Barren,8974.62,316.11,537.52
0,8.86,265.17,1111.0,-1.355,7.059,2345.3,0.708,Cambisols,Conglomerate,Forest,329.16,118.78,219.89
0,8.1,81.88,369.0,-0.754,5.616,1299.0,0.251,Fluvisols,Sandstone,Agriculture,478.96,437.13,801.54
1,28.13,240.81,1822.0,-0.36,5.468,2108.2,0.152,Regosols,Phyllite,Agriculture,361.04,289.4,2634.47
0,15.39,151.02,2046.0,1.689,6.761,1214.1,1.0,Regosols,Granite,Forest,935.98,858.68,1575.98
0,4.71,41.62,347.0,-0.184,6.09,1432.6,0.694,Fluvisols,Alluvium,Agriculture,172.64,306.51,2512.71
1,35.81,149.99,1824.0,-2.627,6.346,2151.2,0.865,Luvisols,Phyllite,Forest,19.63,183.18,53.04
0,25.66,202.64,897.0,-1.456,5.863,2238.0,0.776,Cambisols,Sandstone,Forest,2932.46,134.88,8940.5
1,37.5,249.17,1209.0,-0.146,7.595,2331.4,0.919,Regosols,Sandstone,Forest,1868.13,75.8,193.02
0,13.26,12.41,2088.0,-1.378,6.208,2108.2,0.596,Cambisols,Limestone,Forest,124.78,151.51,3692.33
0,19.83,116.36,4778.0,-0.915,8.07,1302.3,-0.363,Leptosols,Granite,Snow,8757.82,6.64,1744.38
1,22.44,290.2,1416.0,-1.135,5.034,2288.3,0.622,Leptosols,Shale,Forest,1988.62,711.4,4186.82
1,32.36,181.1,1968.0,1.534,4.585,1964.2,0.85,Luvisols,Phyllite,Forest,206.75,1441.72,82.93
0,39.1,29.49,3373.0,2.532,5.592,1459.2,0.322,Leptosols,Granite,Barren,17714.61,392.72,1419.95
1,40.48,190.81,2168.0,-1.727,6.121,2201.8,0.734,Regosols,Schist,Forest,4933.7,580.57,64.6
0,38.9,147.94,1592.0,2.049,3.025,1979.2,0.63,Cambisols,Limestone,Forest,231.55,804.06,3014.34
1,33.61,172.48,976.0,-0.589,6.694,2238.0,0.769,Regosols,Shale,Forest,4463.28,94.54,4610.88
0,6.63,48.11,2835.0,-0.001,8.089,2288.3,0.531,Regosols,Schist,Agriculture,208.71,171.15,1951.53
0,24.75,52.22,2245.0,3.321,2.518,1964.3,0.653,Cambisols,Quartzite,Forest,1690.29,712.68,6867.15
0,23.53,170.1,4213.0,1.913,5.796,1245.1,0.796,Leptosols,Gneiss,Forest,17024.93,704.72,5341.78
1,32.14,350.02,1652.0,0.813,5.645,2301.9,0.543,Regosols,Phyllite,Agriculture,1227.14,148.44,730.94
0,20.37,251.31,4141.0,1.188,4.176,988.1,0.053,Leptosols,Gneiss,Snow,135.59,2736.38,3630.11
0,50.75,95.52,3813.0,2.622,3.281,1514.4,-0.087,Leptosols,Gneiss,Barren,663.3,1096.24,9931.87
0,7.74,144.15,1663.0,-0.458,6.215,1763.3,0.774,Luvisols,Granite,Agriculture,631.09,585.48,771.77
0,15.24,349.25,3004.0,0.216,6.87,1235.5,0.856,Leptosols,Gneiss,Forest,2423.1,2308.6,13379.64
0,30.62,350.69,1467.0,-3.352,7.874,2108.2,0.906,Cambisols,Shale,Scrub,558.06,149.46,2666.15
1,24.44,184.66,1094.0,-0.041,7.964,2000.6,0.939,Cambisols,Sandstone,Forest,715.23,33.98,266.21
1,31.73,114.19,1026.0,-2.601,5.891,1706.0,0.725,Leptosols,Limestone,Scrub,3749.65,270.64,9376.38
1,30.9,186.9,748.0,0.036,4.808,2195.0,0.257,Luvisols,Conglomerate,Builtup,6.84,888.52,1492.6
1,36.93,263.23,1712.0,-3.403,6.944,2108.2,0.625,,Quartzite,Forest,635.52,16.99,896.68
1,28.69,27.99,2116.0,1.19,6.022,1502.9,0.411,Leptosols,Quartzite,Agriculture,98.99,348.76,284.77
0,31.04,7.52,2014.0,1.583,4.748,2201.8,0.56,Leptosols,Phyllite,Forest,1867.13,2216.56,848.5
0,26.17,148.16,1152.0,2.497,1.3,1982.4,0.722,Cambisols,Shale,Forest,46.89,1185.09,960.09
1,29.01,179.46,2061.0,-1.151,5.875,1921.7,0.715,Leptosols,Phyllite,Agriculture,290.5,152.23,7302.71
0,20.61,184.42,2291.0,-0.965,6.953,1812.7,0.765,Cambisols,Limestone,Forest,1910.25,854.82,475.12
0,23.86,124.27,1429.0,1.183,5.486,1706.0,0.474,Leptosols,Phyllite,Forest,411.55,1502.93,2459.38
0,6.4,130.13,209.0,0.402,7.34,1618.8,0.198,Fluvisols,Alluvium,Builtup,61.3,135.51,4933.35
1,30.92,96.13,1293.0,1.028,5.107,2429.7,0.857,Luvisols,Limestone,Scrub,4169.71,733.52,2878.18
1,26.75,155.48,1504.0,1.298,4.183,1964.2,0.619,Cambisols,Schist,Scrub,2004.63,3259.4,248.45
1,36.58,79.88,2787.0,-0.925,8.483,1801.2,0.592,Regosols,Limestone,Forest,2065.39,2.55,261.64
0,46.83,292.58,1247.0,-2.11,5.727,1455.6,0.767,Regosols,,Forest,501.66,409.05,159.77
1,41.58,254.18,2346.0,-1.237,5.023,1939.8,0.784,Luvisols,Shale,Scrub,2115.0,973.77,1518.23
1,38.06,269.94,2265.0,2.216,3.804,1801.2,0.611,Regosols,Granite,Agriculture,84.2,161.51,1517.74
0,30.72,94.4,1537.0,-3.948,7.844,1529.6,0.366,Cambisols,Quartzite,Agriculture,267.46,66.88,59.44
1,33.96,11.38,1402.0,-3.055,5.414,2108.2,0.927,Leptosols,Shale,Scrub,482.68,617.45,1660.23
0,32.89,49.31,1153.0,2.043,4.563,1214.1,0.516,Leptosols,Quartzite,Agriculture,1920.65,711.19,4358.15
1,38.46,151.2,1337.0,-0.313,5.509,1502.9,0.148,Leptosols,Phyllite,Barren,1622.19,341.63,3120.15
1,37.86,284.63,2231.0,-2.21,7.29,2108.3,0.894,Leptosols,Schist,Forest,221.8,280.3,6618.53
0,63.97,2.78,2013.0,0.802,5.343,1455.6,0.214,Cambisols,Phyllite,Builtup,1.91,367.7,2437.14
0,16.06,11.18,1172.0,3.549,4.183,2279.6,0.923,Leptosols,Phyllite,Agriculture,41.23,173.55,3532.85
1,22.68,68.27,2740.0,-0.816,7.609,1270.7,-0.251,Leptosols,Gneiss,Barren,7738.35,83.85,3694.17
1,32.38,91.93,1719.0,1.708,5.067,2201.8,0.616,Luvisols,Quartzite,Scrub,23.17,187.11,1407.79
0,21.74,357.24,2055.0,-2.474,6.544,1213.9,0.29,Leptosols,Quartzite,Barren,1896.89,224.5,13500.35
1,29.94,206.92,1830.0,-3.267,6.383,1743.9,0.677,Leptosols,Shale,Forest,1346.92,118.08,1232.76
1,32.14,292.89,1649.0,0.835,8.111,1680.2,0.184,Cambisols,Shale,Forest,562.56,45.0,253.35
1,30.57,120.82,1532.0,2.003,4.97,2151.2,0.475,Cambisols,Shale,Agriculture,69.24,233.31,1380.62
1,7.93,301.75,906.0,-1.996,8.723,2238.0,0.913,Regosols,Shale,Forest,17.79,531.72,7105.24
0,24.57,103.64,6909.0,-2.145,6.084,1782.4,-0.007,Regosols,Quartzite,Snow,15386.24,1130.0,6529.43
0,14.23,213.83,3647.0,2.613,4.66,1459.2,-0.236,Leptosols,Quartzite,Barren,2914.78,102.06,6263.23
0,23.44,13.35,2224.0,0.301,6.11,2108.2,0.683,Luvisols,Quartzite,Scrub,1663.31,869.69,2447.92
1,41.72,277.34,1884.0,0.615,6.054,2201.8,0.863,Cambisols,Quartzite,Forest,662.89,25.64,344.44
1,37.66,10.64,2177.0,-3.551,6.566,2301.9,0.478,Leptosols,Schist,Agriculture,20.27,173.32,13.85
0,34.69,346.98,2195.0,-0.398,5.091,2288.3,0.674,Regosols,Phyllite,Forest,29.33,184.25,118.22
0,13.58,349.74,966.0,-2.42,6.561,2331.4,0.87,Cambisols,Sandstone,Forest,4231.11,239.86,1428.94
0,44.86,61.52,4926.0,-0.369,6.016,1429.8,0.769,Leptosols,Schist,Forest,6525.93,389.45,3650.68
0,7.47,306.27,200.0,-0.786,6.736,1691.4,0.343,Fluvisols,Alluvium,Agriculture,106.03,586.1,728.98
0,38.49,20.01,1692.0,1.514,4.746,1477.7,0.986,Cambisols,Phyllite,Forest,1847.96,186.98,1280.56
1,30.72,4.93,1970.0,-2.031,7.657,1214.1,0.15,Luvisols,Shale,Agriculture,180.86,45.43,3176.12
0,40.63,348.22,1806.0,-0.588,5.67,2151.2,0.035,Cambisols,Granite,Barren,622.47,202.15,6734.02
0,18.53,14.61,5271.0,2.205,5.753,1782.4,0.418,Leptosols,Gneiss,Grassland,14303.65,35.17,9632.05
0,37.61,68.94,834.0,-2.016,6.725,1743.9,0.921,Luvisols,Schist,Scrub,479.45,489.53,5081.82
0,1.37,355.65,344.0,0.227,9.881,1691.4,0.578,Fluvisols,Sandstone,Agriculture,67.16,202.89,12827.27
0,6.86,270.05,423.0,-0.584,3.615,1691.4,0.467,Cambisols,Alluvium,Agriculture,43.74,441.47,3277.08
1,38.86,150.2,1040.0,-1.196,5.554,2108.2,0.79,Luvisols,Schist,Forest,127.91,404.85,936.06
1,30.75,276.05,920.0,-1.091,5.679,2195.0,0.618,Cambisols,Sandstone,Agriculture,255.75,356.09,2993.86
0,48.72,152.66,3561.0,0.1,5.24,1177.5,0.236,Leptosols,Quartzite,Barren,544.16,161.9,9993.89
0,37.86,242.73,2294.0,0.023,3.351,1706.0,0.366,Leptosols,Granite,Agriculture,895.88,3585.15,2783.02
0,18.14,188.61,1893.0,-0.261,8.568,1680.2,0.816,Leptosols,Shale,Scrub,688.14,140.93,5794.19
0,19.63,133.34,1083.0,0.453,6.081,,0.833,Regosols,Sandstone,Forest,2713.21,216.87,166.78
0,42.6,338.76,4515.0,0.399,4.751,1177.5,0.572,Glacier,Schist,Forest,4795.16,93.99,251.44
0,49.95,217.21,5142.0,-2.502,4.249,1141.7,-0.072,Glacier,Schist,Barren,9880.8,371.87,4755.7
1,28.99,196.72,1053.0,-1.444,5.601,2433.2,0.711,Luvisols,Sandstone,Agriculture,1196.65,112.06,687.78
0,22.36,153.93,1065.0,-2.751,7.137,1804.3,0.992,Luvisols,Sandstone,Forest,144.3,929.35,2067.6
1,23.06,197.89,856.0,0.399,3.981,2000.6,0.881,Cambisols,Sandstone,Forest,2921.77,170.44,48.35
1,31.82,240.86,1880.0,-0.366,5.999,1214.1,0.51,Leptosols,Shale,Agriculture,606.08,134.53,3971.01
0,65.1,77.39,2776.0,-0.858,4.958,1141.7,0.634,Regosols,Quartzite,Forest,6434.57,468.31,8192.65
0,23.49,117.52,679.0,0.037,6.649,1455.6,0.799,Luvisols,Phyllite,Scrub,213.86,587.11,4097.2
0,33.84,187.86,4539.0,1.381,4.063,1459.2,-0.085,Leptosols,Gneiss,Barren,21155.06,1652.34,14339.22
0,35.59,100.95,675.0,1.759,4.249,1979.2,0.025,Regosols,Limestone,Barren,477.22,1055.05,2231.34
0,5.81,257.89,390.0,1.623,7.752,1879.0,1.0,Fluvisols,Alluvium,Forest,467.57,194.33,3812.92
0,9.38,301.42,3951.0,-1.229,8.562,1177.5,-0.025,Leptosols,Gneiss,Barren,5349.95,54.78,190.86
0,5.13,102.22,441.0,1.503,6.619,1651.8,0.774,Cambisols,Alluvium,Forest,28.0,899.1,3541.92
0,22.06,222.86,1243.0,0.599,3.217,1502.9,0.278,Regosols,Quartzite,Agriculture,291.37,1156.41,459.99
0,34.2,139.49,927.0,-1.875,5.703,1966.5,0.657,Leptosols,Limestone,Agriculture,1091.06,27.82,2582.47
0,48.98,188.31,1616.0,-1.838,5.023,2108.2,0.373,,Schist,Agriculture,362.87,405.64,60.96
1,32.16,155.82,2976.0,1.265,5.633,1782.4,-0.119,Leptosols,Schist,Barren,20769.02,736.34,10354.26
0,14.21,323.06,1907.0,-0.635,6.794,1214.1,0.496,Cambisols,Phyllite,Forest,809.77,35.76,141.24
0,21.27,57.9,990.0,1.998,5.244,2433.2,0.897,Cambisols,Sandstone,Forest,343.57,235.71,4664.08
0,30.98,55.07,1821.0,-0.912,7.142,1502.9,0.823,Regosols,Phyllite,Forest,519.41,108.64,4381.5
1,28.94,339.13,1981.0,-5.972,7.558,2200.5,0.76,Regosols,Phyllite,Forest,1101.49,338.36,16769.74
0,16.91,153.26,2366.0,-2.502,6.231,2279.6,0.251,Regosols,Quartzite,Agriculture,865.2,169.72,616.93
0,19.44,0.91,2128.0,0.694,5.092,1964.3,1.0,Cambisols,Phyllite,Forest,4083.26,286.68,2157.74
0,51.27,175.59,2786.0,-2.418,7.83,1477.7,0.359,Cambisols,Schist,Agriculture,985.31,229.39,1913.25
0,23.0,257.23,3405.0,1.704,5.959,1270.7,-0.056,Leptosols,Gneiss,Barren,15746.19,883.86,3714.17
0,59.34,28.34,2298.0,2.876,4.215,1921.7,0.836,Cambisols,Phyllite,Forest,1435.17,168.9,6306.21
0,21.1,352.74,1835.0,0.977,6.607,2108.2,1.0,Regosols,Quartzite,Forest,536.87,970.2,4822.92
0,23.71,25.83,1497.0,1.821,5.556,1979.2,0.508,Leptosols,Schist,Agriculture,376.89,531.34,4923.61
1,35.87,172.49,1517.0,-0.61,4.736,1979.2,-0.125,Regosols,Phyllite,Barren,130.23,421.14,4045.13
1,38.32,59.23,1852.0,-1.343,7.521,2075.6,0.345,Luvisols,Schist,Builtup,487.95,1.64,1405.99
0,19.5,218.42,2095.0,1.58,5.766,1352.4,0.926,Leptosols,Phyllite,Forest,365.01,193.59,3949.16
1,32.92,276.52,1754.0,1.073,5.497,2429.7,0.343,Luvisols,Schist,Forest,169.96,175.3,5735.93
0,31.25,195.8,2146.0,1.575,4.634,1954.2,0.381,Cambisols,Limestone,Agriculture,215.0,1535.13,2797.29
0,35.68,254.12,3409.0,-1.055,5.368,1031.6,-0.146,Leptosols,Gneiss,Barren,4117.26,467.6,4879.47
0,27.91,250.09,853.0,0.896,3.057,1706.0,0.491,Regosols,Limestone,Grassland,27.85,746.24,541.58
0,59.64,221.6,5618.0,1.727,4.648,1177.5,-0.326,Regosols,Gneiss,Snow,12282.77,767.03,1219.31
0,14.66,2.81,1949.0,-1.112,6.822,1954.2,0.677,Cambisols,Schist,Forest,2042.85,74.53,5253.22
0,24.48,188.35,1791.0,0.379,4.364,1352.4,0.982,Cambisols,Phyllite,Forest,723.03,44.39,37.81
1,36.36,186.64,1702.0,-0.414,6.075,1921.7,0.18,Regosols,Limestone,Agriculture,341.93,434.35,1999.67
1,40.67,85.01,1450.0,-2.553,5.754,2279.6,0.699,Cambisols,Schist,Scrub,637.33,614.68,3672.3
0,17.75,172.46,2054.0,2.846,7.903,1964.3,0.521,Cambisols,Shale,Agriculture,266.63,55.6,4362.48
0,38.55,121.87,1860.0,-1.164,4.247,1921.7,-0.14,Cambisols,Schist,Barren,624.09,1020.79,5298.53
1,45.39,118.74,784.0,-3.834,7.323,2238.0,0.365,Cambisols,Sandstone,Agriculture,424.46,288.58,314.57
0,25.27,292.95,1140.0,2.001,5.274,2279.6,0.757,Luvisols,Quartzite,Forest,2311.53,144.43,2582.02
0,9.08,258.53,901.0,0.261,7.229,2000.6,0.555,Regosols,Conglomerate,Agriculture,598.05,237.73,2056.23
0,39.67,46.36,1453.0,-0.896,3.958,1477.7,0.379,Luvisols,Limestone,Builtup,1274.38,856.85,1561.65
0,19.84,326.67,520.0,1.461,5.725,1743.9,0.777,Leptosols,Schist,Scrub,1089.55,2181.68,3909.48
1,53.04,327.78,1217.0,-4.261,8.295,1966.5,0.58,Cambisols,Shale,Forest,10.5,5.26,787.59
0,11.29,272.35,407.0,-0.421,7.607,1651.8,0.651,Cambisols,Alluvium,Agriculture,118.71,100.62,7517.08
1,28.68,320.47,637.0,-2.226,9.327,2288.3,0.445,Luvisols,Schist,Agriculture,332.61,163.11,4352.04
0,16.46,351.11,1371.0,-0.736,7.432,1743.9,0.866,Regosols,Shale,Forest,246.86,49.65,1674.39
0,15.8,11.13,1788.0,0.408,5.028,1743.9,0.832,Cambisols,Quartzite,Forest,1823.76,1364.54,2427.21
1,36.12,70.52,2333.0,-3.968,5.676,2429.7,0.593,Leptosols,Shale,Agriculture,578.74,593.93,3185.62
1,28.1,140.16,1268.0,-2.242,8.018,1966.5,0.649,Regosols,Schist,Forest,5.58,70.29,331.35
1,34.08,65.6,1477.0,-1.012,3.673,2238.0,0.803,Regosols,Sandstone,Forest,294.52,170.59,1941.95
0,0.33,-1.0,494.0,-0.386,8.602,1879.0,0.965,Fluvisols,Alluvium,Forest,662.33,174.19,27291.71
0,34.3,299.89,712.0,3.819,4.42,2151.2,0.913,Leptosols,Schist,Forest,873.76,402.02,184.02
0,19.55,34.08,1183.0,-1.477,7.458,2238.0,0.283,Cambisols,Conglomerate,Builtup,869.19,199.32,333.79
0,29.78,289.73,751.0,1.783,4.874,1982.4,0.788,Cambisols,Shale,Forest,132.84,980.59,4443.91
1,37.33,298.27,1930.0,-1.404,6.397,1966.5,0.698,Cambisols,Shale,Forest,3520.93,771.03,1439.08
0,35.65,307.75,1916.0,0.69,6.466,2200.5,0.725,Regosols,Quartzite,Forest,1237.46,101.55,1105.79
0,24.62,253.71,1419.0,1.805,5.417,1845.5,0.72,Cambisols,Shale,Forest,224.26,103.06,1694.85
0,45.58,299.37,3897.0,0.441,6.881,1782.4,0.556,Leptosols,Schist,Forest,2683.67,133.18,2503.03
0,49.62,33.51,921.0,1.387,3.061,2301.9,0.937,Regosols,Schist,Forest,829.04,385.82,1016.52
0,68.67,191.49,3744.0,-0.144,3.783,1270.7,0.731,Leptosols,Schist,Forest,9774.31,507.45,949.59
0,11.73,262.01,1920.0,0.059,6.105,1763.3,-0.274,Cambisols,Phyllite,Builtup,1913.22,140.68,1963.16
0,20.87,161.91,2261.0,-0.395,7.398,1529.6,0.629,Cambisols,Phyllite,Forest,76.62,668.74,5383.91
0,19.03,105.67,1472.0,0.468,6.776,1809.4,0.632,Cambisols,Shale,Scrub,435.49,91.81,1812.93
0,24.21,349.94,1311.0,-2.995,5.296,1809.4,1.0,Regosols,Shale,Scrub,3308.92,284.85,956.69
0,17.77,41.67,3212.0,1.067,5.304,1312.7,0.378,Leptosols,Gneiss,Grassland,19353.64,371.51,4398.0
1,35.67,160.83,1260.0,-3.702,7.069,1964.2,0.75,Luvisols,Shale,Forest,26.15,105.73,1238.17
0,8.24,31.52,2166.0,-1.979,7.91,2279.6,1.0,Cambisols,Schist,Forest,174.1,24.97,3360.25
0,22.75,125.19,828.0,0.199,6.049,1809.4,1.0,Cambisols,Sandstone,Forest,858.08,12.23,2484.36
0,7.21,291.18,660.0,-0.571,6.762,1809.4,0.982,Luvisols,Sandstone,Forest,189.99,1008.37,1141.6
0,57.9,178.49,526.0,2.494,2.227,1801.2,0.783,Cambisols,Phyllite,Forest,953.47,1246.76,537.0
1,29.87,48.84,1789.0,-3.411,7.961,1763.3,0.006,Cambisols,Schist,Barren,190.99,59.64,201.64
1,42.1,190.95,1314.0,-2.667,4.574,1455.6,0.179,Leptosols,Phyllite,Agriculture,212.66,222.72,38.5
1,34.09,352.43,925.0,-2.289,5.996,2345.3,1.0,Cambisols,Sandstone,Forest,492.8,47.34,2329.33
0,4.78,19.21,379.0,0.784,5.311,1432.6,0.302,Cambisols,Alluvium,Agriculture,219.68,482.36,4373.99
0,2.39,72.1,327.0,-0.081,7.899,1691.4,0.87,Cambisols,Alluvium,Forest,315.15,614.71,2895.52
1,35.07,208.84,1445.0,-1.203,6.223,1804.3,0.927,Cambisols,Shale,Forest,99.35,180.9,820.69
